Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
28,0,28,board_fast0_p0_n2_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
29,0,29,board_fast0_p1_n6_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
30,0,30,board_fast0_p0_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
31,0,31,board_fast0_p4_n6_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL5 )
32,0,32,board_fast0_p5_n6_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL6 )
33,0,33,board_fast0_p6_n0_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
34,0,34,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL9 )
35,0,35,board_fast0_p3_n4_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL10 )
36,0,36,board_fast0_p0_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
37,0,37,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
38,0,38,leave_fast0_p4_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
39,0,39,board_fast0_p0_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
40,0,40,board_fast0_p0_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
41,0,41,leave_fast0_p5_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
42,0,42,leave_fast0_p0_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
43,0,43,board_fast0_p1_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
44,0,44,leave_fast0_p6_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
45,0,45,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
46,0,46,board_fast0_p1_n6_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
47,0,47,board_fast0_p1_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
48,0,48,board_fast0_p4_n6_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL5 )
49,0,49,board_fast0_p5_n6_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL6 )
50,0,50,board_fast0_p6_n0_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
51,0,51,board_fast0_p2_n6_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL9 )
52,0,52,board_fast0_p3_n6_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL10 )
53,0,53,leave_fast0_p1_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
54,0,54,board_fast0_p4_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
55,0,55,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
56,0,56,leave_fast0_p4_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
57,0,57,board_fast0_p5_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
58,0,58,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
59,0,59,leave_fast0_p5_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
60,0,60,board_fast0_p6_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
61,0,61,leave_fast0_p5_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
62,0,62,leave_fast0_p6_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
63,0,63,board_fast0_p1_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
64,0,64,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
65,0,65,board_fast0_p0_n6_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
66,0,66,board_fast0_p1_n2_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL4 )
67,0,67,board_fast0_p4_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
68,0,68,board_fast0_p4_n2_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL5 )
69,0,69,board_fast0_p5_n2_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL6 )
70,0,70,board_fast0_p6_n2_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
71,0,71,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL9 )
72,0,72,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL10 )
73,0,73,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
74,0,74,board_fast0_p4_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
75,0,75,leave_fast0_p1_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
76,0,76,leave_fast0_p1_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
77,0,77,board_fast0_p5_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
78,0,78,leave_fast0_p4_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
79,0,79,leave_fast0_p4_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
80,0,80,board_fast0_p6_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
81,0,81,leave_fast0_p5_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
82,0,82,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
83,0,83,board_fast0_p1_n4_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL4 )
84,0,84,board_fast0_p5_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
85,0,85,board_fast0_p4_n4_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL5 )
86,0,86,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL6 )
87,0,87,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
88,0,88,board_fast0_p2_n0_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL9 )
89,0,89,board_fast0_p3_n0_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL10 )
90,0,90,leave_fast0_p5_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
91,0,91,board_fast0_p6_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
92,0,92,leave_fast0_p6_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
93,0,93,leave_fast0_p6_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
94,0,94,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
95,0,95,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
96,0,96,leave_fast0_p0_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
97,0,97,board_fast0_p4_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
98,0,98,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
99,0,99,leave_fast0_p1_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
100,0,100,board_fast0_p5_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
101,0,101,leave_fast0_p5_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
102,0,102,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
103,0,103,board_fast0_p6_n6_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
104,0,104,board_fast0_p0_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
105,0,105,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL4 )
106,0,106,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL5 )
107,0,107,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL6 )
108,0,108,board_fast0_p2_n2_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL9 )
109,0,109,board_fast0_p3_n2_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL10 )
110,0,110,leave_fast0_p4_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
111,0,111,board_fast0_p6_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
112,0,112,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
113,0,113,leave_fast0_p5_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
114,0,114,board_fast0_p1_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
115,0,115,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
116,0,116,leave_fast0_p6_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
117,0,117,board_fast0_p4_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
118,0,118,leave_fast0_p4_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
119,0,119,board_fast0_p0_n4_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
120,0,120,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
121,0,121,board_fast0_p0_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
122,0,122,board_fast0_p1_n0_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL4 )
123,0,123,board_fast0_p4_n0_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL5 )
124,0,124,board_fast0_p5_n0_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL6 )
125,0,125,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL9 )
126,0,126,board_fast0_p3_n4_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL10 )
127,0,127,leave_fast0_p0_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
128,0,128,board_fast0_p5_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
129,0,129,leave_fast0_p5_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
130,0,130,leave_fast0_p1_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
131,0,131,leave_fast0_p0_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
132,0,132,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
133,0,133,leave_fast0_p4_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
134,0,134,leave_fast0_p1_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
135,0,135,leave_fast0_p2_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
136,0,136,leave_fast0_p5_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
137,0,137,leave_fast0_p4_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
138,0,138,leave_fast0_p3_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
139,0,139,board_fast0_p0_n6_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
140,0,140,board_fast0_p1_n2_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
141,0,141,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
142,0,142,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL5 )
143,0,143,board_fast0_p5_n2_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL6 )
144,0,144,board_fast0_p6_n2_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
145,0,145,board_fast0_p2_n6_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL9 )
146,0,146,board_fast0_p3_n6_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL10 )
147,0,147,leave_fast0_p6_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
148,0,148,leave_fast0_p5_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
149,0,149,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
150,0,150,leave_fast0_p0_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
151,0,151,leave_fast0_p6_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
152,0,152,leave_fast0_p3_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
153,0,153,leave_fast0_p1_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
154,0,154,leave_fast0_p0_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
155,0,155,leave_fast0_p2_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
156,0,156,board_fast0_p0_n8_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
157,0,157,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
158,0,158,board_fast0_p0_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
159,0,159,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL5 )
160,0,160,board_fast0_p5_n4_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL6 )
161,0,161,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
162,0,162,board_fast0_p2_n8_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL9 )
163,0,163,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL10 )
164,0,164,leave_fast0_p4_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
165,0,165,leave_fast0_p1_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
166,0,166,leave_fast0_p3_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
167,0,167,leave_fast0_p5_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
168,0,168,leave_fast0_p4_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
169,0,169,leave_fast0_p2_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
170,0,170,leave_fast0_p6_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
171,0,171,leave_fast0_p5_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
172,0,172,leave_fast0_p3_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
173,0,173,board_fast0_p1_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
174,0,174,leave_fast0_p6_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
175,0,175,leave_fast0_p2_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
176,0,176,board_fast0_p0_n0_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
177,0,177,board_fast0_p6_n6_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
178,0,178,board_fast0_p1_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
179,0,179,board_fast0_p1_n8_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
180,0,180,board_fast0_p4_n8_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL5 )
181,0,181,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL6 )
182,0,182,board_fast0_p2_n0_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL9 )
183,0,183,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL10 )
184,0,184,board_fast0_p4_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
185,0,185,leave_fast0_p0_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
186,0,186,leave_fast0_p3_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
187,0,187,board_fast0_p5_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
188,0,188,leave_fast0_p1_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
189,0,189,board_fast0_p6_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
190,0,190,leave_fast0_p4_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
191,0,191,board_fast0_p0_n2_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL2 )
192,0,192,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
193,0,193,board_fast0_p4_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
194,0,194,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
195,0,195,board_fast0_p4_n0_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL5 )
196,0,196,board_fast0_p5_n0_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL6 )
197,0,197,board_fast0_p2_n2_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL9 )
198,0,198,board_fast0_p3_n2_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL10 )
199,0,199,board_fast0_p1_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
200,0,200,leave_fast0_p5_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
201,0,201,board_fast0_p4_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
202,0,202,leave_fast0_p6_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
203,0,203,board_fast0_p5_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
204,0,204,leave_fast0_p0_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
205,0,205,board_fast0_p6_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
206,0,206,leave_fast0_p1_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
207,0,207,board_fast0_p0_n4_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL2 )
208,0,208,board_fast0_p1_n2_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
209,0,209,board_fast0_p5_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
210,0,210,board_fast0_p4_n2_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL5 )
211,0,211,board_fast0_p5_n2_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL6 )
212,0,212,board_fast0_p6_n2_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
213,0,213,board_fast0_p2_n4_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL9 )
214,0,214,board_fast0_p3_n4_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL10 )
215,0,215,board_fast0_p6_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
216,0,216,leave_fast0_p4_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
217,0,217,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
218,0,218,leave_fast0_p5_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
219,0,219,board_fast0_p4_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
220,0,220,leave_fast0_p6_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
221,0,221,board_fast0_p0_n6_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL2 )
222,0,222,board_fast0_p1_n4_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
223,0,223,board_fast0_p6_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
224,0,224,board_fast0_p4_n4_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL5 )
225,0,225,board_fast0_p5_n4_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL6 )
226,0,226,board_fast0_p6_n4_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
227,0,227,board_fast0_p2_n6_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL9 )
228,0,228,board_fast0_p3_n6_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL10 )
229,0,229,board_fast0_p5_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
230,0,230,leave_fast0_p0_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
231,0,231,board_fast0_p6_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
232,0,232,leave_fast0_p1_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
233,0,233,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
234,0,234,leave_fast0_p4_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
235,0,235,board_fast0_p4_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
236,0,236,leave_fast0_p5_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
237,0,237,board_fast0_p0_n8_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL2 )
238,0,238,board_fast0_p6_n6_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
239,0,239,board_fast0_p1_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
240,0,240,board_fast0_p1_n8_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
241,0,241,board_fast0_p4_n8_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL5 )
242,0,242,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL6 )
243,0,243,board_fast0_p2_n8_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL9 )
244,0,244,board_fast0_p3_n8_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL10 )
245,0,245,board_fast0_p5_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
246,0,246,leave_fast0_p6_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
247,0,247,board_fast0_p2_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,board_fast0_p2_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
249,0,249,board_fast0_p3_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
250,0,250,board_fast0_p3_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
251,0,251,board_fast0_p0_n0_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL2 )
252,0,252,board_fast0_p6_n8_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
253,0,253,board_fast0_p4_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL8 )
254,0,254,board_fast0_p1_n0_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
255,0,255,board_fast0_p4_n0_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL5 )
256,0,256,board_fast0_p5_n0_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL6 )
257,0,257,board_fast0_p2_n0_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL9 )
258,0,258,board_fast0_p3_n0_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL10 )
259,0,259,board_fast0_p2_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
260,0,260,board_fast0_p2_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
261,0,261,board_fast0_p3_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
262,0,262,board_fast0_p3_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
263,0,263,board_fast0_p2_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
264,0,264,board_fast0_p2_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
265,0,265,board_fast0_p3_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
266,0,266,board_fast0_p3_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
267,0,267,board_fast0_p2_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
268,0,268,board_fast0_p2_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
269,0,269,board_fast0_p3_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
270,0,270,board_fast0_p3_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
