Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
151,0,151,board_fast0_p2_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
152,0,152,leave_fast0_p18_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
153,0,153,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
154,0,154,board_fast0_p21_n0_n0_n1,(boarded p21 fast0),(P_ARTIFICIAL3 )
155,0,155,board_fast0_p23_n0_n0_n1,(boarded p23 fast0),(P_ARTIFICIAL4 )
156,0,156,board_fast0_p23_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL16 )
157,0,157,board_fast0_p2_n0_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL6 )
158,0,158,board_fast0_p3_n0_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL7 )
159,0,159,board_fast0_p8_n4_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL8 )
160,0,160,board_fast0_p11_n4_n2_n3,(boarded p11 fast0),(P_ARTIFICIAL9 )
161,0,161,board_fast0_p6_n8_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL10 )
162,0,162,board_fast0_p9_n12_n2_n3,(boarded p9 fast0),(P_ARTIFICIAL11 )
163,0,163,board_fast0_p10_n12_n2_n3,(boarded p10 fast0),(P_ARTIFICIAL12 )
164,0,164,board_fast0_p13_n12_n2_n3,(boarded p13 fast0),(P_ARTIFICIAL13 )
165,0,165,board_fast0_p18_n12_n2_n3,(boarded p18 fast0),(P_ARTIFICIAL14 )
166,0,166,board_fast0_p12_n4_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL22 )
167,0,167,board_fast0_p1_n4_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL23 )
168,0,168,board_fast0_p20_n4_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL24 )
169,0,169,board_fast0_p14_n4_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL25 )
170,0,170,board_fast0_p17_n4_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL26 )
171,0,171,board_fast0_p22_n4_n0_n1,(boarded p22 fast0),(P_ARTIFICIAL27 )
172,0,172,board_fast0_p25_n12_n0_n1,(boarded p25 fast0),(P_ARTIFICIAL17 )
173,0,173,board_fast0_p7_n12_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL18 )
174,0,174,board_fast0_p16_n12_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL19 )
175,0,175,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL20 )
176,0,176,board_fast0_p15_n12_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL21 )
177,0,177,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL28 )
178,0,178,board_fast0_p19_n12_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL29 )
179,0,179,board_fast0_p24_n12_n0_n1,(boarded p24 fast0),(P_ARTIFICIAL30 )
180,0,180,leave_fast0_p21_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
181,0,181,board_fast0_p3_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
182,0,182,board_fast0_p3_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
183,0,183,leave_fast0_p2_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
184,0,184,leave_fast0_p23_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
185,0,185,board_fast0_p8_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
186,0,186,board_fast0_p8_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
187,0,187,leave_fast0_p3_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
188,0,188,leave_fast0_p2_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
189,0,189,board_fast0_p11_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
190,0,190,board_fast0_p11_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
191,0,191,leave_fast0_p8_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
192,0,192,leave_fast0_p3_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
193,0,193,board_fast0_p6_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
194,0,194,board_fast0_p6_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
195,0,195,leave_fast0_p11_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
196,0,196,leave_fast0_p8_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
197,0,197,board_fast0_p9_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
198,0,198,board_fast0_p9_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
199,0,199,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
200,0,200,leave_fast0_p11_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
201,0,201,board_fast0_p10_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
202,0,202,board_fast0_p10_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
203,0,203,leave_fast0_p9_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
204,0,204,leave_fast0_p6_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
205,0,205,board_fast0_p13_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
206,0,206,board_fast0_p13_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
207,0,207,leave_fast0_p10_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
208,0,208,leave_fast0_p9_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
209,0,209,board_fast0_p18_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
210,0,210,board_fast0_p18_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
211,0,211,leave_fast0_p13_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
212,0,212,leave_fast0_p10_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
213,0,213,board_fast0_p8_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
214,0,214,board_fast0_p8_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
215,0,215,leave_fast0_p18_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
216,0,216,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
217,0,217,board_fast0_p21_n4_n0_n1,(boarded p21 fast0),(P_ARTIFICIAL3 )
218,0,218,board_fast0_p23_n4_n0_n1,(boarded p23 fast0),(P_ARTIFICIAL4 )
219,0,219,board_fast0_p2_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL16 )
220,0,220,board_fast0_p2_n16_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL6 )
221,0,221,board_fast0_p3_n16_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL7 )
222,0,222,board_fast0_p8_n16_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL8 )
223,0,223,board_fast0_p11_n16_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL9 )
224,0,224,board_fast0_p6_n16_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL10 )
225,0,225,board_fast0_p9_n16_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL11 )
226,0,226,board_fast0_p10_n16_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL12 )
227,0,227,board_fast0_p13_n16_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL13 )
228,0,228,board_fast0_p18_n16_n0_n1,(boarded p18 fast0),(P_ARTIFICIAL14 )
229,0,229,board_fast0_p12_n8_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL22 )
230,0,230,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL23 )
231,0,231,board_fast0_p20_n8_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL24 )
232,0,232,board_fast0_p14_n8_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL25 )
233,0,233,board_fast0_p17_n8_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL26 )
234,0,234,board_fast0_p22_n8_n0_n1,(boarded p22 fast0),(P_ARTIFICIAL27 )
235,0,235,board_fast0_p25_n16_n1_n2,(boarded p25 fast0),(P_ARTIFICIAL17 )
236,0,236,board_fast0_p7_n16_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL18 )
237,0,237,board_fast0_p16_n16_n1_n2,(boarded p16 fast0),(P_ARTIFICIAL19 )
238,0,238,board_fast0_p5_n16_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL20 )
239,0,239,board_fast0_p15_n16_n1_n2,(boarded p15 fast0),(P_ARTIFICIAL21 )
240,0,240,board_fast0_p4_n16_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL28 )
241,0,241,board_fast0_p19_n16_n1_n2,(boarded p19 fast0),(P_ARTIFICIAL29 )
242,0,242,board_fast0_p24_n16_n1_n2,(boarded p24 fast0),(P_ARTIFICIAL30 )
243,0,243,leave_fast0_p13_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
244,0,244,board_fast0_p11_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
245,0,245,board_fast0_p11_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
246,0,246,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
247,0,247,leave_fast0_p18_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,board_fast0_p6_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
249,0,249,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
250,0,250,leave_fast0_p3_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
251,0,251,leave_fast0_p0_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
252,0,252,board_fast0_p9_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
253,0,253,board_fast0_p9_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
254,0,254,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
255,0,255,leave_fast0_p21_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
256,0,256,board_fast0_p10_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
257,0,257,board_fast0_p10_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
258,0,258,leave_fast0_p11_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
259,0,259,leave_fast0_p23_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
260,0,260,board_fast0_p13_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
261,0,261,board_fast0_p13_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
262,0,262,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
263,0,263,leave_fast0_p2_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
264,0,264,board_fast0_p18_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
265,0,265,board_fast0_p18_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
266,0,266,leave_fast0_p9_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
267,0,267,leave_fast0_p3_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
268,0,268,board_fast0_p2_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL5 )
269,0,269,board_fast0_p2_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL15 )
270,0,270,leave_fast0_p10_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
271,0,271,leave_fast0_p8_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
