Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
167,0,167,leave_fast0_p3_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
168,0,168,leave_fast0_p7_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
169,0,169,leave_fast0_p4_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
170,0,170,leave_fast0_p5_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
171,0,171,leave_fast0_p6_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
172,0,172,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
173,0,173,leave_fast0_p2_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
174,0,174,leave_fast0_p3_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
175,0,175,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
176,0,176,board_fast0_p2_n2_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
177,0,177,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL6 )
178,0,178,board_fast0_p5_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
179,0,179,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL7 )
180,0,180,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL8 )
181,0,181,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
182,0,182,board_fast0_p7_n0_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL5 )
183,0,183,board_fast0_p0_n2_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
184,0,184,board_fast0_p4_n0_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
185,0,185,leave_fast0_p1_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
186,0,186,leave_fast0_p5_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
187,0,187,leave_fast0_p0_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
188,0,188,leave_fast0_p7_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
189,0,189,leave_fast0_p2_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
190,0,190,leave_fast0_p4_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
191,0,191,leave_fast0_p6_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
192,0,192,leave_fast0_p1_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
193,0,193,leave_fast0_p0_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
194,0,194,leave_fast0_p3_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
195,0,195,leave_fast0_p7_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
196,0,196,leave_fast0_p4_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
197,0,197,leave_fast0_p5_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
198,0,198,leave_fast0_p6_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
199,0,199,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
200,0,200,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
201,0,201,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL7 )
202,0,202,board_fast0_p2_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
203,0,203,board_fast0_p5_n0_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL8 )
204,0,204,board_fast0_p1_n2_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
205,0,205,board_fast0_p7_n2_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL5 )
206,0,206,board_fast0_p6_n2_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL6 )
207,0,207,board_fast0_p0_n4_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
208,0,208,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
209,0,209,board_fast0_p1_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
210,0,210,leave_fast0_p3_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
211,0,211,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
212,0,212,board_fast0_p7_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
213,0,213,leave_fast0_p5_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
214,0,214,board_fast0_p6_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
215,0,215,leave_fast0_p2_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
216,0,216,board_fast0_p2_n6_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
217,0,217,board_fast0_p3_n2_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL7 )
218,0,218,board_fast0_p1_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
219,0,219,board_fast0_p5_n2_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL8 )
220,0,220,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL4 )
221,0,221,board_fast0_p7_n4_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL5 )
222,0,222,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL6 )
223,0,223,board_fast0_p0_n6_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL10 )
224,0,224,board_fast0_p4_n6_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL11 )
225,0,225,board_fast0_p3_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
226,0,226,leave_fast0_p1_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
227,0,227,board_fast0_p5_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
228,0,228,leave_fast0_p7_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
229,0,229,board_fast0_p6_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
230,0,230,leave_fast0_p6_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
231,0,231,board_fast0_p3_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
232,0,232,leave_fast0_p3_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
233,0,233,board_fast0_p5_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
234,0,234,leave_fast0_p5_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
235,0,235,board_fast0_p2_n8_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
236,0,236,board_fast0_p1_n6_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
237,0,237,board_fast0_p7_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
238,0,238,board_fast0_p7_n6_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL5 )
239,0,239,board_fast0_p6_n6_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL6 )
240,0,240,board_fast0_p3_n6_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL7 )
241,0,241,board_fast0_p5_n6_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL8 )
242,0,242,board_fast0_p0_n8_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL10 )
243,0,243,board_fast0_p4_n8_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL11 )
244,0,244,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
245,0,245,leave_fast0_p2_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
246,0,246,board_fast0_p7_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
247,0,247,leave_fast0_p1_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
248,0,248,board_fast0_p3_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
249,0,249,leave_fast0_p7_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
250,0,250,board_fast0_p5_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
251,0,251,leave_fast0_p6_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
252,0,252,board_fast0_p2_n0_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
253,0,253,board_fast0_p6_n8_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL6 )
254,0,254,board_fast0_p6_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
255,0,255,board_fast0_p3_n8_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL7 )
256,0,256,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL8 )
257,0,257,board_fast0_p1_n0_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL4 )
258,0,258,board_fast0_p7_n0_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL5 )
259,0,259,board_fast0_p0_n0_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL10 )
260,0,260,board_fast0_p4_n0_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL11 )
261,0,261,board_fast0_p1_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
262,0,262,leave_fast0_p3_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
263,0,263,board_fast0_p7_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
264,0,264,leave_fast0_p5_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
265,0,265,board_fast0_p6_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
266,0,266,leave_fast0_p2_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
267,0,267,board_fast0_p3_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
268,0,268,leave_fast0_p1_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
269,0,269,board_fast0_p2_n2_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
270,0,270,board_fast0_p3_n0_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL7 )
