Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
81,0,81,board_fast0_p4_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
82,0,82,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
83,0,83,leave_fast0_p9_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
84,0,84,board_fast0_p20_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
85,0,85,board_fast0_p20_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
86,0,86,board_fast0_p22_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
87,0,87,leave_fast0_p18_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
88,0,88,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL2 )
89,0,89,board_fast0_p20_n4_n1_n2,(boarded p20 fast0),(P_ARTIFICIAL3 )
90,0,90,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL5 )
91,0,91,board_fast0_p20_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
92,0,92,board_fast0_p15_n8_n1_n2,(boarded p15 fast0),(P_ARTIFICIAL6 )
93,0,93,board_fast0_p0_n12_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL7 )
94,0,94,board_fast0_p9_n12_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL8 )
95,0,95,board_fast0_p18_n12_n1_n2,(boarded p18 fast0),(P_ARTIFICIAL9 )
96,0,96,board_fast0_p17_n16_n1_n2,(boarded p17 fast0),(P_ARTIFICIAL10 )
97,0,97,board_fast0_p6_n0_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL11 )
98,0,98,board_fast0_p22_n0_n1_n2,(boarded p22 fast0),(P_ARTIFICIAL12 )
99,0,99,board_fast0_p14_n8_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL15 )
100,0,100,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL16 )
101,0,101,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
102,0,102,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL18 )
103,0,103,board_fast0_p19_n8_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL19 )
104,0,104,board_fast0_p13_n12_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL20 )
105,0,105,board_fast0_p7_n12_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL21 )
106,0,106,board_fast0_p10_n12_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL22 )
107,0,107,board_fast0_p11_n12_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL23 )
108,0,108,board_fast0_p16_n12_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL24 )
109,0,109,board_fast0_p21_n12_n0_n1,(boarded p21 fast0),(P_ARTIFICIAL25 )
110,0,110,board_fast0_p23_n12_n0_n1,(boarded p23 fast0),(P_ARTIFICIAL26 )
111,0,111,board_fast0_p8_n12_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL27 )
112,0,112,board_fast0_p12_n12_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL28 )
113,0,113,board_fast0_p4_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
114,0,114,board_fast0_p4_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
115,0,115,board_fast0_p4_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
116,0,116,leave_fast0_p17_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
117,0,117,board_fast0_p20_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
118,0,118,board_fast0_p20_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
119,0,119,board_fast0_p20_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
120,0,120,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
121,0,121,leave_fast0_p4_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
122,0,122,board_fast0_p5_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
123,0,123,board_fast0_p5_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
124,0,124,leave_fast0_p22_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
125,0,125,leave_fast0_p20_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
126,0,126,board_fast0_p15_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
127,0,127,board_fast0_p15_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
128,0,128,leave_fast0_p5_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
129,0,129,leave_fast0_p5_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
130,0,130,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
131,0,131,board_fast0_p0_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
132,0,132,leave_fast0_p15_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
133,0,133,leave_fast0_p15_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
134,0,134,board_fast0_p9_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
135,0,135,board_fast0_p9_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
136,0,136,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
137,0,137,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
138,0,138,board_fast0_p18_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
139,0,139,board_fast0_p18_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
140,0,140,leave_fast0_p9_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
141,0,141,leave_fast0_p9_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
142,0,142,board_fast0_p17_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
143,0,143,board_fast0_p17_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
144,0,144,leave_fast0_p18_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
145,0,145,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL2 )
146,0,146,board_fast0_p20_n8_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL3 )
147,0,147,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL5 )
148,0,148,board_fast0_p5_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
149,0,149,board_fast0_p15_n8_n2_n3,(boarded p15 fast0),(P_ARTIFICIAL6 )
150,0,150,board_fast0_p0_n12_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL7 )
151,0,151,board_fast0_p9_n12_n2_n3,(boarded p9 fast0),(P_ARTIFICIAL8 )
152,0,152,board_fast0_p18_n12_n2_n3,(boarded p18 fast0),(P_ARTIFICIAL9 )
153,0,153,board_fast0_p17_n16_n2_n3,(boarded p17 fast0),(P_ARTIFICIAL10 )
154,0,154,board_fast0_p6_n0_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL11 )
155,0,155,board_fast0_p22_n0_n2_n3,(boarded p22 fast0),(P_ARTIFICIAL12 )
156,0,156,board_fast0_p14_n12_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL15 )
157,0,157,board_fast0_p3_n12_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL16 )
158,0,158,board_fast0_p2_n12_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
159,0,159,board_fast0_p1_n12_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL18 )
160,0,160,board_fast0_p19_n12_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL19 )
161,0,161,board_fast0_p13_n16_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL20 )
162,0,162,board_fast0_p7_n16_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL21 )
163,0,163,board_fast0_p10_n16_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL22 )
164,0,164,board_fast0_p11_n16_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL23 )
165,0,165,board_fast0_p16_n16_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL24 )
166,0,166,board_fast0_p21_n16_n0_n1,(boarded p21 fast0),(P_ARTIFICIAL25 )
167,0,167,board_fast0_p23_n16_n0_n1,(boarded p23 fast0),(P_ARTIFICIAL26 )
168,0,168,board_fast0_p8_n16_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL27 )
169,0,169,board_fast0_p12_n16_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL28 )
170,0,170,leave_fast0_p18_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
171,0,171,board_fast0_p6_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
172,0,172,board_fast0_p6_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
173,0,173,leave_fast0_p17_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
174,0,174,leave_fast0_p17_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
175,0,175,board_fast0_p22_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
176,0,176,board_fast0_p22_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
177,0,177,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
178,0,178,leave_fast0_p6_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
179,0,179,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
180,0,180,board_fast0_p0_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
181,0,181,leave_fast0_p22_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
182,0,182,leave_fast0_p22_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
183,0,183,board_fast0_p9_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
184,0,184,board_fast0_p9_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
185,0,185,leave_fast0_p5_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
186,0,186,leave_fast0_p4_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
187,0,187,board_fast0_p18_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
188,0,188,board_fast0_p18_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
189,0,189,leave_fast0_p15_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
190,0,190,leave_fast0_p20_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
191,0,191,board_fast0_p17_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
192,0,192,board_fast0_p17_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
193,0,193,leave_fast0_p0_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
194,0,194,leave_fast0_p5_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
195,0,195,board_fast0_p6_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
196,0,196,board_fast0_p6_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
197,0,197,leave_fast0_p9_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
198,0,198,leave_fast0_p15_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
199,0,199,board_fast0_p22_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
200,0,200,board_fast0_p22_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
201,0,201,leave_fast0_p18_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
202,0,202,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL2 )
203,0,203,board_fast0_p20_n12_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL3 )
204,0,204,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL5 )
205,0,205,board_fast0_p15_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
206,0,206,board_fast0_p15_n4_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL6 )
207,0,207,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL7 )
208,0,208,board_fast0_p9_n4_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
209,0,209,board_fast0_p18_n4_n0_n1,(boarded p18 fast0),(P_ARTIFICIAL9 )
210,0,210,board_fast0_p17_n4_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL10 )
211,0,211,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL11 )
212,0,212,board_fast0_p22_n4_n0_n1,(boarded p22 fast0),(P_ARTIFICIAL12 )
213,0,213,board_fast0_p14_n16_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL15 )
214,0,214,board_fast0_p3_n16_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL16 )
215,0,215,board_fast0_p2_n16_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
216,0,216,board_fast0_p1_n16_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL18 )
217,0,217,board_fast0_p19_n16_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL19 )
218,0,218,board_fast0_p13_n8_n1_n2,(boarded p13 fast0),(P_ARTIFICIAL20 )
219,0,219,board_fast0_p7_n8_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL21 )
220,0,220,board_fast0_p10_n8_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL22 )
221,0,221,board_fast0_p11_n8_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL23 )
222,0,222,board_fast0_p16_n8_n1_n2,(boarded p16 fast0),(P_ARTIFICIAL24 )
223,0,223,board_fast0_p21_n8_n1_n2,(boarded p21 fast0),(P_ARTIFICIAL25 )
224,0,224,board_fast0_p23_n8_n1_n2,(boarded p23 fast0),(P_ARTIFICIAL26 )
225,0,225,board_fast0_p8_n8_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL27 )
226,0,226,board_fast0_p12_n8_n1_n2,(boarded p12 fast0),(P_ARTIFICIAL28 )
227,0,227,leave_fast0_p0_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
228,0,228,board_fast0_p5_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
229,0,229,board_fast0_p5_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
230,0,230,leave_fast0_p17_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
231,0,231,leave_fast0_p9_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
232,0,232,board_fast0_p15_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
233,0,233,board_fast0_p15_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
234,0,234,leave_fast0_p6_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
235,0,235,leave_fast0_p18_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
236,0,236,board_fast0_p17_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
237,0,237,board_fast0_p17_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
238,0,238,leave_fast0_p22_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
239,0,239,leave_fast0_p17_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
240,0,240,board_fast0_p6_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
241,0,241,board_fast0_p6_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
242,0,242,leave_fast0_p5_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
243,0,243,leave_fast0_p6_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
244,0,244,board_fast0_p22_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
245,0,245,board_fast0_p22_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
246,0,246,leave_fast0_p15_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
247,0,247,leave_fast0_p22_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,board_fast0_p5_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
249,0,249,board_fast0_p5_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
250,0,250,leave_fast0_p0_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
251,0,251,leave_fast0_p4_n12_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
252,0,252,board_fast0_p15_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
253,0,253,board_fast0_p15_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
254,0,254,leave_fast0_p9_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
255,0,255,board_fast0_p4_n16_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL2 )
256,0,256,board_fast0_p20_n16_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL3 )
257,0,257,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL7 )
258,0,258,board_fast0_p0_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
259,0,259,board_fast0_p9_n8_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
260,0,260,board_fast0_p18_n8_n0_n1,(boarded p18 fast0),(P_ARTIFICIAL9 )
261,0,261,board_fast0_p17_n8_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL10 )
262,0,262,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL11 )
263,0,263,board_fast0_p22_n8_n0_n1,(boarded p22 fast0),(P_ARTIFICIAL12 )
264,0,264,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL5 )
265,0,265,board_fast0_p15_n12_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL6 )
266,0,266,board_fast0_p14_n0_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL15 )
267,0,267,board_fast0_p3_n0_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL16 )
268,0,268,board_fast0_p2_n0_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
269,0,269,board_fast0_p1_n0_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL18 )
270,0,270,board_fast0_p19_n0_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL19 )
271,0,271,board_fast0_p13_n12_n1_n2,(boarded p13 fast0),(P_ARTIFICIAL20 )
