Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
33,0,33,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
34,0,34,board_fast0_p8_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
35,0,35,board_fast0_p8_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
36,0,36,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
37,0,37,board_fast0_p0_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
38,0,38,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
39,0,39,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
40,0,40,board_fast0_p1_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
41,0,41,board_fast0_p1_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
42,0,42,leave_fast0_p0_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
43,0,43,board_fast0_p4_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
44,0,44,board_fast0_p4_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
45,0,45,leave_fast0_p1_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
46,0,46,board_fast0_p8_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
47,0,47,board_fast0_p8_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
48,0,48,leave_fast0_p4_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
49,0,49,board_fast0_p0_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
50,0,50,board_fast0_p0_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
51,0,51,leave_fast0_p8_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
52,0,52,board_fast0_p0_n0_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
53,0,53,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL3 )
54,0,54,board_fast0_p1_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
55,0,55,board_fast0_p4_n0_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL4 )
56,0,56,board_fast0_p8_n0_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL5 )
57,0,57,board_fast0_p9_n4_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
58,0,58,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL9 )
59,0,59,board_fast0_p7_n4_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
60,0,60,board_fast0_p10_n4_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
61,0,61,board_fast0_p2_n6_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL12 )
62,0,62,board_fast0_p11_n6_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL13 )
63,0,63,board_fast0_p3_n6_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL14 )
64,0,64,board_fast0_p5_n6_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL15 )
65,0,65,board_fast0_p12_n6_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL16 )
66,0,66,board_fast0_p1_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
67,0,67,board_fast0_p1_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
68,0,68,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
69,0,69,board_fast0_p4_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
70,0,70,board_fast0_p4_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
71,0,71,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
72,0,72,board_fast0_p8_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
73,0,73,board_fast0_p8_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
74,0,74,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
75,0,75,board_fast0_p0_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
76,0,76,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
77,0,77,leave_fast0_p8_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
78,0,78,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
79,0,79,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
80,0,80,leave_fast0_p0_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
81,0,81,board_fast0_p4_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
82,0,82,board_fast0_p4_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
83,0,83,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
84,0,84,board_fast0_p0_n2_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
85,0,85,board_fast0_p1_n2_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
86,0,86,board_fast0_p4_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
87,0,87,board_fast0_p4_n2_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL4 )
88,0,88,board_fast0_p8_n2_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL5 )
89,0,89,board_fast0_p9_n6_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
90,0,90,board_fast0_p6_n6_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL9 )
91,0,91,board_fast0_p7_n6_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
92,0,92,board_fast0_p10_n6_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
93,0,93,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL12 )
94,0,94,board_fast0_p11_n8_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL13 )
95,0,95,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL14 )
96,0,96,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL15 )
97,0,97,board_fast0_p12_n8_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL16 )
98,0,98,board_fast0_p8_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
99,0,99,board_fast0_p8_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
100,0,100,leave_fast0_p4_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
101,0,101,leave_fast0_p0_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
102,0,102,leave_fast0_p0_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
103,0,103,leave_fast0_p8_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
104,0,104,leave_fast0_p1_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
105,0,105,leave_fast0_p1_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
106,0,106,leave_fast0_p9_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
107,0,107,leave_fast0_p4_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
108,0,108,leave_fast0_p4_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
109,0,109,leave_fast0_p6_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
110,0,110,leave_fast0_p8_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
111,0,111,leave_fast0_p8_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
112,0,112,leave_fast0_p7_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
113,0,113,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
114,0,114,leave_fast0_p0_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
115,0,115,leave_fast0_p10_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
116,0,116,leave_fast0_p1_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
117,0,117,leave_fast0_p1_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
118,0,118,leave_fast0_p9_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
119,0,119,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
120,0,120,board_fast0_p1_n4_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
121,0,121,board_fast0_p8_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
122,0,122,board_fast0_p4_n4_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL4 )
123,0,123,board_fast0_p8_n4_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL5 )
124,0,124,board_fast0_p9_n8_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
125,0,125,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL9 )
126,0,126,board_fast0_p7_n8_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
127,0,127,board_fast0_p10_n8_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
128,0,128,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL12 )
129,0,129,board_fast0_p11_n4_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL13 )
130,0,130,board_fast0_p3_n4_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL14 )
131,0,131,board_fast0_p5_n4_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL15 )
132,0,132,board_fast0_p12_n4_n1_n2,(boarded p12 fast0),(P_ARTIFICIAL16 )
133,0,133,leave_fast0_p4_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
134,0,134,leave_fast0_p4_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
135,0,135,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
136,0,136,leave_fast0_p8_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
137,0,137,leave_fast0_p8_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
138,0,138,leave_fast0_p7_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
139,0,139,leave_fast0_p0_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
140,0,140,leave_fast0_p0_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
141,0,141,leave_fast0_p10_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
142,0,142,leave_fast0_p1_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
143,0,143,leave_fast0_p1_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
144,0,144,leave_fast0_p9_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
145,0,145,leave_fast0_p4_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
146,0,146,leave_fast0_p4_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
147,0,147,leave_fast0_p6_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
148,0,148,leave_fast0_p8_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
149,0,149,leave_fast0_p8_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
150,0,150,leave_fast0_p7_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
151,0,151,board_fast0_p0_n6_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
152,0,152,board_fast0_p1_n6_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
153,0,153,board_fast0_p0_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
154,0,154,board_fast0_p4_n6_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL4 )
155,0,155,board_fast0_p8_n6_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL5 )
156,0,156,board_fast0_p9_n0_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
157,0,157,board_fast0_p6_n0_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL9 )
158,0,158,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
159,0,159,board_fast0_p10_n0_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
160,0,160,board_fast0_p2_n6_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL12 )
161,0,161,board_fast0_p11_n6_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL13 )
162,0,162,board_fast0_p3_n6_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL14 )
163,0,163,board_fast0_p5_n6_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL15 )
164,0,164,board_fast0_p12_n6_n1_n2,(boarded p12 fast0),(P_ARTIFICIAL16 )
165,0,165,leave_fast0_p0_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
166,0,166,leave_fast0_p0_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
167,0,167,leave_fast0_p10_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
168,0,168,leave_fast0_p1_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
169,0,169,leave_fast0_p1_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
170,0,170,leave_fast0_p9_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
171,0,171,leave_fast0_p4_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
172,0,172,leave_fast0_p4_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
173,0,173,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
174,0,174,leave_fast0_p8_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
175,0,175,leave_fast0_p8_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
176,0,176,leave_fast0_p7_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
177,0,177,leave_fast0_p0_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
178,0,178,leave_fast0_p0_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
179,0,179,leave_fast0_p10_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
180,0,180,leave_fast0_p1_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
181,0,181,leave_fast0_p1_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
182,0,182,leave_fast0_p9_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
183,0,183,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL2 )
184,0,184,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
185,0,185,board_fast0_p1_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
186,0,186,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL4 )
187,0,187,board_fast0_p8_n8_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL5 )
188,0,188,board_fast0_p9_n2_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL8 )
189,0,189,board_fast0_p6_n2_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL9 )
190,0,190,board_fast0_p7_n2_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
191,0,191,board_fast0_p10_n2_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL11 )
192,0,192,board_fast0_p2_n8_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL12 )
193,0,193,board_fast0_p11_n8_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL13 )
194,0,194,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL14 )
195,0,195,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL15 )
196,0,196,board_fast0_p12_n8_n1_n2,(boarded p12 fast0),(P_ARTIFICIAL16 )
197,0,197,leave_fast0_p4_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
198,0,198,leave_fast0_p4_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
199,0,199,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
200,0,200,leave_fast0_p8_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
201,0,201,leave_fast0_p8_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
202,0,202,leave_fast0_p7_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
203,0,203,board_fast0_p9_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
204,0,204,board_fast0_p9_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
205,0,205,leave_fast0_p10_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
206,0,206,board_fast0_p6_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
207,0,207,board_fast0_p6_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
208,0,208,leave_fast0_p2_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
209,0,209,board_fast0_p7_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
210,0,210,board_fast0_p7_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
211,0,211,leave_fast0_p11_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
212,0,212,board_fast0_p10_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
213,0,213,board_fast0_p10_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
214,0,214,leave_fast0_p3_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
215,0,215,board_fast0_p9_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
216,0,216,board_fast0_p9_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
217,0,217,leave_fast0_p5_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
218,0,218,board_fast0_p0_n2_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
219,0,219,board_fast0_p1_n2_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL3 )
220,0,220,board_fast0_p4_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
221,0,221,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL4 )
222,0,222,board_fast0_p8_n2_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL5 )
223,0,223,board_fast0_p9_n4_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL8 )
224,0,224,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL9 )
225,0,225,board_fast0_p7_n4_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
226,0,226,board_fast0_p10_n4_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL11 )
227,0,227,board_fast0_p2_n4_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL12 )
228,0,228,board_fast0_p11_n4_n2_n3,(boarded p11 fast0),(P_ARTIFICIAL13 )
229,0,229,board_fast0_p3_n4_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL14 )
230,0,230,board_fast0_p5_n4_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL15 )
231,0,231,board_fast0_p12_n4_n2_n3,(boarded p12 fast0),(P_ARTIFICIAL16 )
232,0,232,board_fast0_p6_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
233,0,233,board_fast0_p6_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
234,0,234,leave_fast0_p12_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
235,0,235,board_fast0_p7_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
236,0,236,board_fast0_p7_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
237,0,237,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
238,0,238,board_fast0_p10_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
239,0,239,board_fast0_p10_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
240,0,240,leave_fast0_p11_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
241,0,241,board_fast0_p2_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
242,0,242,board_fast0_p2_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
243,0,243,leave_fast0_p3_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
244,0,244,board_fast0_p11_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
245,0,245,board_fast0_p11_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
246,0,246,leave_fast0_p5_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
247,0,247,board_fast0_p3_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,board_fast0_p3_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
249,0,249,leave_fast0_p12_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
250,0,250,board_fast0_p5_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
251,0,251,board_fast0_p5_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
252,0,252,leave_fast0_p2_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
253,0,253,board_fast0_p0_n4_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL2 )
254,0,254,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL3 )
255,0,255,board_fast0_p8_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
256,0,256,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL4 )
257,0,257,board_fast0_p8_n4_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL5 )
258,0,258,board_fast0_p9_n6_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL8 )
259,0,259,board_fast0_p6_n6_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL9 )
260,0,260,board_fast0_p7_n6_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
261,0,261,board_fast0_p10_n6_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL11 )
262,0,262,board_fast0_p2_n6_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL12 )
263,0,263,board_fast0_p11_n6_n2_n3,(boarded p11 fast0),(P_ARTIFICIAL13 )
264,0,264,board_fast0_p3_n6_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL14 )
265,0,265,board_fast0_p5_n6_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL15 )
266,0,266,board_fast0_p12_n6_n2_n3,(boarded p12 fast0),(P_ARTIFICIAL16 )
267,0,267,board_fast0_p12_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
268,0,268,board_fast0_p12_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
269,0,269,leave_fast0_p11_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
270,0,270,board_fast0_p2_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
