Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
37,0,37,board_fast0_p16_n16_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL22 )
38,0,38,board_fast0_p7_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
39,0,39,board_fast0_p7_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
40,0,40,board_fast0_p15_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
41,0,41,leave_fast0_p10_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
42,0,42,board_fast0_p0_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
43,0,43,board_fast0_p0_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
44,0,44,board_fast0_p6_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
45,0,45,leave_fast0_p15_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
46,0,46,board_fast0_p11_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
47,0,47,board_fast0_p11_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
48,0,48,board_fast0_p7_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
49,0,49,leave_fast0_p10_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
50,0,50,board_fast0_p10_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
51,0,51,board_fast0_p10_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
52,0,52,board_fast0_p10_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
53,0,53,leave_fast0_p15_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
54,0,54,board_fast0_p15_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
55,0,55,board_fast0_p15_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
56,0,56,board_fast0_p15_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
57,0,57,leave_fast0_p10_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
58,0,58,board_fast0_p10_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
59,0,59,board_fast0_p10_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
60,0,60,board_fast0_p10_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
61,0,61,leave_fast0_p15_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
62,0,62,board_fast0_p10_n16_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL2 )
63,0,63,board_fast0_p15_n16_n1_n2,(boarded p15 fast0),(P_ARTIFICIAL3 )
64,0,64,board_fast0_p12_n0_n1_n2,(boarded p12 fast0),(P_ARTIFICIAL5 )
65,0,65,board_fast0_p15_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL12 )
66,0,66,board_fast0_p17_n0_n1_n2,(boarded p17 fast0),(P_ARTIFICIAL6 )
67,0,67,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
68,0,68,board_fast0_p7_n4_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
69,0,69,board_fast0_p0_n12_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL9 )
70,0,70,board_fast0_p11_n12_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL10 )
71,0,71,board_fast0_p13_n0_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL18 )
72,0,72,board_fast0_p5_n0_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL19 )
73,0,73,board_fast0_p14_n0_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL20 )
74,0,74,board_fast0_p4_n0_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL21 )
75,0,75,board_fast0_p16_n0_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL22 )
76,0,76,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL13 )
77,0,77,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL14 )
78,0,78,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL15 )
79,0,79,board_fast0_p9_n8_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL16 )
80,0,80,board_fast0_p8_n8_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL17 )
81,0,81,board_fast0_p15_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
82,0,82,board_fast0_p15_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
83,0,83,board_fast0_p15_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
84,0,84,leave_fast0_p12_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
85,0,85,board_fast0_p10_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
86,0,86,board_fast0_p10_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
87,0,87,board_fast0_p0_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
88,0,88,leave_fast0_p17_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
89,0,89,board_fast0_p15_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
90,0,90,board_fast0_p15_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
91,0,91,board_fast0_p11_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
92,0,92,leave_fast0_p6_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
93,0,93,board_fast0_p10_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
94,0,94,board_fast0_p10_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
95,0,95,board_fast0_p10_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
96,0,96,leave_fast0_p7_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
97,0,97,board_fast0_p15_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
98,0,98,board_fast0_p15_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
99,0,99,board_fast0_p15_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
100,0,100,leave_fast0_p0_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
101,0,101,leave_fast0_p10_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
102,0,102,board_fast0_p12_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
103,0,103,board_fast0_p12_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
104,0,104,leave_fast0_p11_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
105,0,105,board_fast0_p10_n0_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL2 )
106,0,106,board_fast0_p15_n0_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL3 )
107,0,107,board_fast0_p12_n0_n2_n3,(boarded p12 fast0),(P_ARTIFICIAL5 )
108,0,108,board_fast0_p12_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL12 )
109,0,109,board_fast0_p17_n0_n2_n3,(boarded p17 fast0),(P_ARTIFICIAL6 )
110,0,110,board_fast0_p6_n4_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
111,0,111,board_fast0_p7_n4_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
112,0,112,board_fast0_p0_n12_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL9 )
113,0,113,board_fast0_p11_n12_n2_n3,(boarded p11 fast0),(P_ARTIFICIAL10 )
114,0,114,board_fast0_p13_n4_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL18 )
115,0,115,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL19 )
116,0,116,board_fast0_p14_n4_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL20 )
117,0,117,board_fast0_p4_n4_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL21 )
118,0,118,board_fast0_p16_n4_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL22 )
119,0,119,board_fast0_p1_n12_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL13 )
120,0,120,board_fast0_p2_n12_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL14 )
121,0,121,board_fast0_p3_n12_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL15 )
122,0,122,board_fast0_p9_n12_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL16 )
123,0,123,board_fast0_p8_n12_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL17 )
124,0,124,leave_fast0_p15_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
125,0,125,board_fast0_p17_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
126,0,126,board_fast0_p17_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
127,0,127,leave_fast0_p12_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
128,0,128,leave_fast0_p12_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
129,0,129,board_fast0_p6_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
130,0,130,board_fast0_p6_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
131,0,131,leave_fast0_p17_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
132,0,132,leave_fast0_p17_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
133,0,133,board_fast0_p7_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
134,0,134,board_fast0_p7_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
135,0,135,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
136,0,136,leave_fast0_p6_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
137,0,137,board_fast0_p0_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
138,0,138,board_fast0_p0_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
139,0,139,leave_fast0_p7_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
140,0,140,leave_fast0_p7_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
141,0,141,board_fast0_p11_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
142,0,142,board_fast0_p11_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
143,0,143,leave_fast0_p0_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
144,0,144,leave_fast0_p0_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
145,0,145,board_fast0_p6_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
146,0,146,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
147,0,147,leave_fast0_p11_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
148,0,148,board_fast0_p10_n4_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL2 )
149,0,149,board_fast0_p15_n4_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL3 )
150,0,150,board_fast0_p12_n16_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL5 )
151,0,151,board_fast0_p17_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL12 )
152,0,152,board_fast0_p17_n16_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL6 )
153,0,153,board_fast0_p6_n16_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
154,0,154,board_fast0_p7_n16_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
155,0,155,board_fast0_p0_n16_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL9 )
156,0,156,board_fast0_p11_n16_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL10 )
157,0,157,board_fast0_p13_n8_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL18 )
158,0,158,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL19 )
159,0,159,board_fast0_p14_n8_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL20 )
160,0,160,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL21 )
161,0,161,board_fast0_p16_n8_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL22 )
162,0,162,board_fast0_p1_n16_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL13 )
163,0,163,board_fast0_p2_n16_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL14 )
164,0,164,board_fast0_p3_n16_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL15 )
165,0,165,board_fast0_p9_n16_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL16 )
166,0,166,board_fast0_p8_n16_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL17 )
167,0,167,leave_fast0_p11_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
168,0,168,board_fast0_p7_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
169,0,169,board_fast0_p7_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
170,0,170,leave_fast0_p12_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
171,0,171,leave_fast0_p10_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
172,0,172,board_fast0_p0_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
173,0,173,board_fast0_p0_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
174,0,174,leave_fast0_p17_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
175,0,175,leave_fast0_p15_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
176,0,176,board_fast0_p11_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
177,0,177,board_fast0_p11_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
178,0,178,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
179,0,179,leave_fast0_p12_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
180,0,180,board_fast0_p12_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
181,0,181,board_fast0_p12_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
182,0,182,leave_fast0_p7_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
183,0,183,leave_fast0_p17_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
184,0,184,board_fast0_p17_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
185,0,185,board_fast0_p17_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
186,0,186,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
187,0,187,leave_fast0_p6_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
188,0,188,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
189,0,189,board_fast0_p0_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
190,0,190,leave_fast0_p11_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
191,0,191,board_fast0_p10_n8_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL2 )
192,0,192,board_fast0_p15_n8_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL3 )
193,0,193,board_fast0_p6_n0_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
194,0,194,board_fast0_p6_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL12 )
195,0,195,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
196,0,196,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL9 )
197,0,197,board_fast0_p11_n0_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL10 )
198,0,198,board_fast0_p12_n4_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL5 )
199,0,199,board_fast0_p17_n4_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL6 )
200,0,200,board_fast0_p13_n12_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL18 )
201,0,201,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL19 )
202,0,202,board_fast0_p14_n12_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL20 )
203,0,203,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL21 )
204,0,204,board_fast0_p16_n12_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL22 )
205,0,205,board_fast0_p1_n8_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL13 )
206,0,206,board_fast0_p2_n8_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL14 )
207,0,207,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL15 )
208,0,208,board_fast0_p9_n8_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL16 )
209,0,209,board_fast0_p8_n8_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL17 )
210,0,210,leave_fast0_p7_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
211,0,211,board_fast0_p11_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
212,0,212,board_fast0_p11_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
213,0,213,leave_fast0_p12_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
214,0,214,leave_fast0_p0_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
215,0,215,board_fast0_p12_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
216,0,216,board_fast0_p12_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
217,0,217,leave_fast0_p17_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
218,0,218,leave_fast0_p11_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
219,0,219,board_fast0_p17_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
220,0,220,board_fast0_p17_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
221,0,221,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
222,0,222,leave_fast0_p10_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
223,0,223,board_fast0_p6_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
224,0,224,board_fast0_p6_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
225,0,225,leave_fast0_p7_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
226,0,226,leave_fast0_p15_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
227,0,227,board_fast0_p7_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
228,0,228,board_fast0_p7_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
229,0,229,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
230,0,230,leave_fast0_p12_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
231,0,231,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
232,0,232,board_fast0_p0_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
233,0,233,leave_fast0_p11_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
234,0,234,board_fast0_p10_n12_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL2 )
235,0,235,board_fast0_p15_n12_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL3 )
236,0,236,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL9 )
237,0,237,board_fast0_p7_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL12 )
238,0,238,board_fast0_p11_n4_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL10 )
239,0,239,board_fast0_p12_n8_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL5 )
240,0,240,board_fast0_p17_n8_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL6 )
241,0,241,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
242,0,242,board_fast0_p7_n8_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
243,0,243,board_fast0_p13_n16_n1_n2,(boarded p13 fast0),(P_ARTIFICIAL18 )
244,0,244,board_fast0_p5_n16_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL19 )
245,0,245,board_fast0_p14_n16_n1_n2,(boarded p14 fast0),(P_ARTIFICIAL20 )
246,0,246,board_fast0_p4_n16_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL21 )
247,0,247,board_fast0_p16_n16_n1_n2,(boarded p16 fast0),(P_ARTIFICIAL22 )
248,0,248,board_fast0_p1_n12_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL13 )
249,0,249,board_fast0_p2_n12_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL14 )
250,0,250,board_fast0_p3_n12_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL15 )
251,0,251,board_fast0_p9_n12_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL16 )
252,0,252,board_fast0_p8_n12_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL17 )
253,0,253,leave_fast0_p17_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
254,0,254,board_fast0_p11_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
255,0,255,board_fast0_p11_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
256,0,256,leave_fast0_p12_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
257,0,257,leave_fast0_p6_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
258,0,258,board_fast0_p12_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
259,0,259,board_fast0_p12_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
260,0,260,leave_fast0_p17_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
261,0,261,leave_fast0_p7_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
262,0,262,board_fast0_p17_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
263,0,263,board_fast0_p17_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
264,0,264,leave_fast0_p6_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
265,0,265,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
266,0,266,board_fast0_p6_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
267,0,267,board_fast0_p6_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
268,0,268,leave_fast0_p7_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
269,0,269,leave_fast0_p11_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
270,0,270,board_fast0_p7_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
271,0,271,board_fast0_p7_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL11 )
