Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
19,0,19,board_fast0_p8_n4_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL7 )
20,0,20,board_fast0_p0_n6_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL8 )
21,0,21,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
22,0,22,board_fast0_p4_n0_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL11 )
23,0,23,board_fast0_p1_n4_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL12 )
24,0,24,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL13 )
25,0,25,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL14 )
26,0,26,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL15 )
27,0,27,board_fast0_p0_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
28,0,28,board_fast0_p0_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
29,0,29,leave_fast0_p9_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
30,0,30,board_fast0_p9_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
31,0,31,board_fast0_p9_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
32,0,32,leave_fast0_p3_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
33,0,33,board_fast0_p9_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
34,0,34,board_fast0_p9_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
35,0,35,leave_fast0_p10_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
36,0,36,board_fast0_p9_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
37,0,37,board_fast0_p9_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
38,0,38,leave_fast0_p11_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
39,0,39,board_fast0_p9_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
40,0,40,board_fast0_p9_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
41,0,41,leave_fast0_p8_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
42,0,42,leave_fast0_p9_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
43,0,43,board_fast0_p3_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
44,0,44,leave_fast0_p0_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
45,0,45,board_fast0_p9_n0_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL2 )
46,0,46,board_fast0_p3_n2_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
47,0,47,board_fast0_p3_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
48,0,48,board_fast0_p10_n2_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL5 )
49,0,49,board_fast0_p11_n2_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL6 )
50,0,50,board_fast0_p8_n4_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL7 )
51,0,51,board_fast0_p0_n6_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL8 )
52,0,52,board_fast0_p7_n2_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
53,0,53,board_fast0_p4_n2_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL11 )
54,0,54,board_fast0_p1_n6_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL12 )
55,0,55,board_fast0_p2_n6_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL13 )
56,0,56,board_fast0_p5_n6_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL14 )
57,0,57,board_fast0_p6_n6_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL15 )
58,0,58,leave_fast0_p3_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
59,0,59,board_fast0_p10_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
60,0,60,leave_fast0_p3_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
61,0,61,leave_fast0_p10_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
62,0,62,board_fast0_p11_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
63,0,63,leave_fast0_p10_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
64,0,64,leave_fast0_p11_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
65,0,65,board_fast0_p8_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
66,0,66,leave_fast0_p11_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
67,0,67,leave_fast0_p8_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
68,0,68,board_fast0_p0_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
69,0,69,leave_fast0_p8_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
70,0,70,leave_fast0_p0_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
71,0,71,board_fast0_p8_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
72,0,72,leave_fast0_p0_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
73,0,73,leave_fast0_p9_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
74,0,74,board_fast0_p0_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
75,0,75,leave_fast0_p3_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
76,0,76,board_fast0_p9_n2_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL2 )
77,0,77,board_fast0_p3_n2_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL4 )
78,0,78,board_fast0_p10_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
79,0,79,board_fast0_p10_n2_n2_n3,(boarded p10 fast0),(P_ARTIFICIAL5 )
80,0,80,board_fast0_p11_n2_n2_n3,(boarded p11 fast0),(P_ARTIFICIAL6 )
81,0,81,board_fast0_p8_n4_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL7 )
82,0,82,board_fast0_p0_n6_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL8 )
83,0,83,board_fast0_p7_n4_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
84,0,84,board_fast0_p4_n4_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL11 )
85,0,85,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL12 )
86,0,86,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL13 )
87,0,87,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL14 )
88,0,88,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL15 )
89,0,89,leave_fast0_p3_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
90,0,90,board_fast0_p3_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
91,0,91,leave_fast0_p10_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
92,0,92,leave_fast0_p10_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
93,0,93,board_fast0_p10_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
94,0,94,leave_fast0_p11_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
95,0,95,leave_fast0_p11_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
96,0,96,board_fast0_p11_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
97,0,97,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
98,0,98,leave_fast0_p8_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
99,0,99,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
100,0,100,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
101,0,101,leave_fast0_p0_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
102,0,102,board_fast0_p3_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
103,0,103,leave_fast0_p3_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
104,0,104,leave_fast0_p9_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
105,0,105,board_fast0_p10_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
106,0,106,leave_fast0_p10_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
107,0,107,board_fast0_p9_n4_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL2 )
108,0,108,board_fast0_p3_n0_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
109,0,109,board_fast0_p11_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
110,0,110,board_fast0_p10_n0_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL5 )
111,0,111,board_fast0_p11_n0_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL6 )
112,0,112,board_fast0_p8_n0_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL7 )
113,0,113,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL8 )
114,0,114,board_fast0_p7_n6_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
115,0,115,board_fast0_p4_n6_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL11 )
116,0,116,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL12 )
117,0,117,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL13 )
118,0,118,board_fast0_p5_n4_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL14 )
119,0,119,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL15 )
120,0,120,leave_fast0_p3_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
121,0,121,board_fast0_p11_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
122,0,122,leave_fast0_p11_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
123,0,123,leave_fast0_p10_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
124,0,124,board_fast0_p8_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
125,0,125,leave_fast0_p8_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
126,0,126,leave_fast0_p11_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
127,0,127,board_fast0_p3_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
128,0,128,leave_fast0_p0_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
129,0,129,leave_fast0_p8_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
130,0,130,board_fast0_p10_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
131,0,131,leave_fast0_p3_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
132,0,132,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
133,0,133,board_fast0_p11_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
134,0,134,leave_fast0_p10_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
135,0,135,leave_fast0_p9_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
136,0,136,board_fast0_p8_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
137,0,137,leave_fast0_p11_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
138,0,138,leave_fast0_p3_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
139,0,139,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
140,0,140,leave_fast0_p8_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
141,0,141,board_fast0_p9_n6_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL2 )
142,0,142,board_fast0_p8_n2_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL7 )
143,0,143,board_fast0_p9_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
144,0,144,board_fast0_p0_n2_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL8 )
145,0,145,board_fast0_p3_n4_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
146,0,146,board_fast0_p10_n4_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL5 )
147,0,147,board_fast0_p11_n4_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL6 )
148,0,148,board_fast0_p7_n8_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL10 )
149,0,149,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL11 )
150,0,150,board_fast0_p1_n6_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL12 )
151,0,151,board_fast0_p2_n6_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL13 )
152,0,152,board_fast0_p5_n6_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL14 )
153,0,153,board_fast0_p6_n6_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL15 )
154,0,154,leave_fast0_p10_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
155,0,155,leave_fast0_p9_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
156,0,156,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
157,0,157,leave_fast0_p11_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
158,0,158,leave_fast0_p3_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
159,0,159,leave_fast0_p7_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
160,0,160,leave_fast0_p8_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
161,0,161,leave_fast0_p10_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
162,0,162,leave_fast0_p4_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
163,0,163,leave_fast0_p0_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
164,0,164,leave_fast0_p11_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
165,0,165,leave_fast0_p7_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
166,0,166,leave_fast0_p9_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
167,0,167,leave_fast0_p8_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
168,0,168,leave_fast0_p4_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
169,0,169,board_fast0_p9_n8_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL2 )
170,0,170,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL8 )
171,0,171,board_fast0_p8_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
172,0,172,board_fast0_p3_n6_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
173,0,173,board_fast0_p10_n6_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL5 )
174,0,174,board_fast0_p11_n6_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL6 )
175,0,175,board_fast0_p8_n6_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL7 )
176,0,176,board_fast0_p7_n0_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
177,0,177,board_fast0_p4_n0_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
178,0,178,board_fast0_p1_n8_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL12 )
179,0,179,board_fast0_p2_n8_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL13 )
180,0,180,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL14 )
181,0,181,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL15 )
182,0,182,leave_fast0_p3_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
183,0,183,leave_fast0_p0_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
184,0,184,leave_fast0_p7_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
185,0,185,leave_fast0_p10_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
186,0,186,leave_fast0_p9_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
187,0,187,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
188,0,188,leave_fast0_p11_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
189,0,189,leave_fast0_p3_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
190,0,190,leave_fast0_p7_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
191,0,191,leave_fast0_p8_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
192,0,192,leave_fast0_p10_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
193,0,193,leave_fast0_p4_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
194,0,194,leave_fast0_p0_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
195,0,195,leave_fast0_p11_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
196,0,196,leave_fast0_p7_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
197,0,197,board_fast0_p3_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
198,0,198,leave_fast0_p8_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
199,0,199,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
200,0,200,board_fast0_p9_n2_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL2 )
201,0,201,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
202,0,202,board_fast0_p9_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
203,0,203,board_fast0_p10_n8_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL5 )
204,0,204,board_fast0_p11_n8_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL6 )
205,0,205,board_fast0_p8_n8_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL7 )
206,0,206,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL8 )
207,0,207,board_fast0_p7_n2_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
208,0,208,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
209,0,209,board_fast0_p1_n4_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL12 )
210,0,210,board_fast0_p2_n4_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL13 )
211,0,211,board_fast0_p5_n4_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL14 )
212,0,212,board_fast0_p6_n4_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL15 )
213,0,213,board_fast0_p10_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
214,0,214,leave_fast0_p0_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
215,0,215,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
216,0,216,board_fast0_p11_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
217,0,217,leave_fast0_p9_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
218,0,218,leave_fast0_p2_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
219,0,219,board_fast0_p8_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
220,0,220,leave_fast0_p3_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
221,0,221,leave_fast0_p5_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
222,0,222,board_fast0_p0_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
223,0,223,leave_fast0_p10_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
224,0,224,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
225,0,225,board_fast0_p8_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
226,0,226,leave_fast0_p11_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
227,0,227,leave_fast0_p1_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
228,0,228,board_fast0_p0_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
229,0,229,leave_fast0_p8_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
230,0,230,leave_fast0_p2_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
231,0,231,board_fast0_p9_n4_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL2 )
232,0,232,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
233,0,233,board_fast0_p0_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
234,0,234,board_fast0_p10_n0_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL5 )
235,0,235,board_fast0_p11_n0_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL6 )
236,0,236,board_fast0_p8_n0_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL7 )
237,0,237,board_fast0_p0_n0_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL8 )
238,0,238,board_fast0_p7_n4_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
239,0,239,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
240,0,240,board_fast0_p1_n6_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL12 )
241,0,241,board_fast0_p2_n6_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL13 )
242,0,242,board_fast0_p5_n6_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL14 )
243,0,243,board_fast0_p6_n6_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL15 )
244,0,244,board_fast0_p3_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
245,0,245,leave_fast0_p0_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
246,0,246,leave_fast0_p5_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
247,0,247,board_fast0_p10_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,leave_fast0_p9_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
249,0,249,leave_fast0_p6_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
250,0,250,board_fast0_p11_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
251,0,251,leave_fast0_p3_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
252,0,252,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
253,0,253,board_fast0_p0_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
254,0,254,leave_fast0_p10_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
255,0,255,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
256,0,256,board_fast0_p3_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
257,0,257,leave_fast0_p11_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
258,0,258,leave_fast0_p5_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
259,0,259,board_fast0_p10_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
260,0,260,leave_fast0_p8_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
261,0,261,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
262,0,262,board_fast0_p9_n6_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL2 )
263,0,263,board_fast0_p8_n2_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL7 )
264,0,264,board_fast0_p9_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
265,0,265,board_fast0_p0_n2_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL8 )
266,0,266,board_fast0_p3_n4_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
267,0,267,board_fast0_p10_n4_n1_n2,(boarded p10 fast0),(P_ARTIFICIAL5 )
268,0,268,board_fast0_p11_n4_n1_n2,(boarded p11 fast0),(P_ARTIFICIAL6 )
269,0,269,board_fast0_p7_n6_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL10 )
270,0,270,board_fast0_p4_n6_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL11 )
