Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
98,0,98,leave_fast0_p3_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
99,0,99,leave_fast0_p2_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
100,0,100,leave_fast0_p2_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
101,0,101,leave_fast0_p5_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
102,0,102,leave_fast0_p6_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
103,0,103,leave_fast0_p6_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
104,0,104,leave_fast0_p7_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
105,0,105,board_fast0_p3_n2_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
106,0,106,board_fast0_p5_n2_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL5 )
107,0,107,board_fast0_p2_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
108,0,108,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL2 )
109,0,109,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL3 )
110,0,110,board_fast0_p7_n6_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
111,0,111,board_fast0_p8_n6_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL9 )
112,0,112,board_fast0_p0_n4_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
113,0,113,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL11 )
114,0,114,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
115,0,115,leave_fast0_p3_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
116,0,116,leave_fast0_p3_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
117,0,117,leave_fast0_p8_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
118,0,118,leave_fast0_p5_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
119,0,119,leave_fast0_p5_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
120,0,120,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
121,0,121,leave_fast0_p2_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
122,0,122,leave_fast0_p2_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
123,0,123,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
124,0,124,leave_fast0_p6_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
125,0,125,leave_fast0_p6_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
126,0,126,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
127,0,127,board_fast0_p2_n6_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL2 )
128,0,128,board_fast0_p6_n6_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL3 )
129,0,129,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
130,0,130,board_fast0_p3_n6_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL4 )
131,0,131,board_fast0_p5_n6_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL5 )
132,0,132,board_fast0_p7_n8_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
133,0,133,board_fast0_p8_n8_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL9 )
134,0,134,board_fast0_p0_n6_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
135,0,135,board_fast0_p1_n6_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL11 )
136,0,136,board_fast0_p4_n6_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
137,0,137,leave_fast0_p3_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
138,0,138,leave_fast0_p3_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
139,0,139,leave_fast0_p7_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
140,0,140,leave_fast0_p5_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
141,0,141,leave_fast0_p5_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
142,0,142,leave_fast0_p8_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
143,0,143,leave_fast0_p2_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
144,0,144,leave_fast0_p2_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
145,0,145,leave_fast0_p0_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
146,0,146,leave_fast0_p6_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
147,0,147,leave_fast0_p6_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
148,0,148,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
149,0,149,leave_fast0_p3_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
150,0,150,leave_fast0_p3_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
151,0,151,leave_fast0_p4_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
152,0,152,board_fast0_p2_n8_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
153,0,153,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
154,0,154,board_fast0_p3_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
155,0,155,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
156,0,156,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL5 )
157,0,157,board_fast0_p7_n0_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
158,0,158,board_fast0_p8_n0_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL9 )
159,0,159,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL10 )
160,0,160,board_fast0_p1_n0_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL11 )
161,0,161,board_fast0_p4_n0_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL12 )
162,0,162,leave_fast0_p5_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
163,0,163,leave_fast0_p5_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
164,0,164,leave_fast0_p7_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
165,0,165,leave_fast0_p2_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
166,0,166,leave_fast0_p2_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
167,0,167,leave_fast0_p8_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
168,0,168,leave_fast0_p6_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
169,0,169,leave_fast0_p6_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
170,0,170,leave_fast0_p0_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
171,0,171,leave_fast0_p3_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
172,0,172,leave_fast0_p3_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
173,0,173,leave_fast0_p1_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
174,0,174,board_fast0_p2_n0_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
175,0,175,board_fast0_p6_n0_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
176,0,176,board_fast0_p5_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
177,0,177,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
178,0,178,board_fast0_p5_n0_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL5 )
179,0,179,board_fast0_p7_n2_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
180,0,180,board_fast0_p8_n2_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL9 )
181,0,181,board_fast0_p0_n2_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL10 )
182,0,182,board_fast0_p1_n2_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL11 )
183,0,183,board_fast0_p4_n2_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL12 )
184,0,184,leave_fast0_p5_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
185,0,185,leave_fast0_p5_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
186,0,186,leave_fast0_p4_n2_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
187,0,187,leave_fast0_p2_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
188,0,188,leave_fast0_p2_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
189,0,189,leave_fast0_p7_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
190,0,190,leave_fast0_p6_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
191,0,191,leave_fast0_p6_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
192,0,192,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
193,0,193,leave_fast0_p3_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
194,0,194,leave_fast0_p3_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
195,0,195,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
196,0,196,leave_fast0_p5_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
197,0,197,leave_fast0_p5_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
198,0,198,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
199,0,199,board_fast0_p3_n2_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
200,0,200,board_fast0_p5_n2_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL5 )
201,0,201,board_fast0_p2_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
202,0,202,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
203,0,203,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
204,0,204,board_fast0_p7_n4_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
205,0,205,board_fast0_p8_n4_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL9 )
206,0,206,board_fast0_p0_n0_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
207,0,207,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL11 )
208,0,208,board_fast0_p4_n0_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
209,0,209,board_fast0_p7_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
210,0,210,board_fast0_p7_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
211,0,211,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
212,0,212,board_fast0_p8_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
213,0,213,board_fast0_p8_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
214,0,214,leave_fast0_p7_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
215,0,215,board_fast0_p0_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
216,0,216,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
217,0,217,leave_fast0_p8_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
218,0,218,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
219,0,219,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
220,0,220,leave_fast0_p0_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
221,0,221,board_fast0_p4_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
222,0,222,board_fast0_p4_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
223,0,223,leave_fast0_p1_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
224,0,224,board_fast0_p2_n6_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL2 )
225,0,225,board_fast0_p6_n6_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
226,0,226,board_fast0_p6_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
227,0,227,board_fast0_p3_n6_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL4 )
228,0,228,board_fast0_p5_n6_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL5 )
229,0,229,board_fast0_p7_n6_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
230,0,230,board_fast0_p8_n6_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL9 )
231,0,231,board_fast0_p0_n2_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL10 )
232,0,232,board_fast0_p1_n2_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL11 )
233,0,233,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
234,0,234,board_fast0_p7_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
235,0,235,board_fast0_p7_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
236,0,236,leave_fast0_p4_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
237,0,237,board_fast0_p8_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
238,0,238,board_fast0_p8_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
239,0,239,board_fast0_p7_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
240,0,240,board_fast0_p7_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
241,0,241,board_fast0_p8_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
242,0,242,board_fast0_p8_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
243,0,243,board_fast0_p2_n8_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
244,0,244,board_fast0_p6_n8_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL3 )
245,0,245,board_fast0_p3_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
246,0,246,board_fast0_p3_n8_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL4 )
247,0,247,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL5 )
248,0,248,board_fast0_p7_n8_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
249,0,249,board_fast0_p8_n8_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL9 )
250,0,250,board_fast0_p0_n8_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL10 )
251,0,251,board_fast0_p1_n8_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL11 )
252,0,252,board_fast0_p4_n8_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL12 )
253,0,253,board_fast0_p7_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
254,0,254,board_fast0_p7_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
255,0,255,board_fast0_p8_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
256,0,256,board_fast0_p8_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
257,0,257,board_fast0_p0_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
258,0,258,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
259,0,259,board_fast0_p1_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
260,0,260,board_fast0_p1_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
261,0,261,board_fast0_p2_n0_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL2 )
262,0,262,board_fast0_p6_n0_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL3 )
263,0,263,board_fast0_p5_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
264,0,264,board_fast0_p3_n0_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL4 )
265,0,265,board_fast0_p5_n0_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL5 )
266,0,266,board_fast0_p7_n0_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
267,0,267,board_fast0_p8_n0_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL9 )
268,0,268,board_fast0_p0_n0_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL10 )
269,0,269,board_fast0_p1_n0_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL11 )
270,0,270,board_fast0_p4_n0_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL12 )
