Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
83,0,83,board_fast0_p3_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
84,0,84,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
85,0,85,leave_fast0_p0_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
86,0,86,board_fast0_p5_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
87,0,87,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
88,0,88,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL2 )
89,0,89,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL7 )
90,0,90,board_fast0_p4_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
91,0,91,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL8 )
92,0,92,board_fast0_p0_n6_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL4 )
93,0,93,board_fast0_p1_n6_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL5 )
94,0,94,board_fast0_p3_n6_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL6 )
95,0,95,leave_fast0_p1_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
96,0,96,board_fast0_p2_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
97,0,97,leave_fast0_p3_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
98,0,98,leave_fast0_p3_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
99,0,99,board_fast0_p0_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
100,0,100,leave_fast0_p5_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
101,0,101,leave_fast0_p5_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
102,0,102,board_fast0_p5_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
103,0,103,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
104,0,104,board_fast0_p4_n2_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL2 )
105,0,105,board_fast0_p2_n6_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL8 )
106,0,106,board_fast0_p5_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
107,0,107,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL4 )
108,0,108,board_fast0_p1_n8_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL5 )
109,0,109,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL6 )
110,0,110,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL7 )
111,0,111,leave_fast0_p2_n2_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
112,0,112,board_fast0_p2_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
113,0,113,leave_fast0_p0_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
114,0,114,leave_fast0_p4_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
115,0,115,board_fast0_p0_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
116,0,116,leave_fast0_p1_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
117,0,117,leave_fast0_p0_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
118,0,118,board_fast0_p1_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
119,0,119,leave_fast0_p3_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
120,0,120,board_fast0_p4_n4_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL2 )
121,0,121,board_fast0_p0_n0_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL4 )
122,0,122,board_fast0_p4_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
123,0,123,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL5 )
124,0,124,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL6 )
125,0,125,board_fast0_p5_n0_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL7 )
126,0,126,board_fast0_p2_n0_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL8 )
127,0,127,leave_fast0_p1_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
128,0,128,board_fast0_p3_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
129,0,129,leave_fast0_p5_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
130,0,130,leave_fast0_p3_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
131,0,131,board_fast0_p2_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
132,0,132,leave_fast0_p2_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
133,0,133,board_fast0_p4_n6_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL2 )
134,0,134,board_fast0_p1_n2_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL5 )
135,0,135,board_fast0_p2_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
136,0,136,board_fast0_p3_n2_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL6 )
137,0,137,board_fast0_p5_n2_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL7 )
138,0,138,board_fast0_p2_n2_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL8 )
139,0,139,board_fast0_p0_n4_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL4 )
140,0,140,leave_fast0_p5_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
141,0,141,board_fast0_p0_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
142,0,142,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
143,0,143,leave_fast0_p2_n4_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
144,0,144,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
145,0,145,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
146,0,146,leave_fast0_p4_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
147,0,147,board_fast0_p3_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
148,0,148,leave_fast0_p3_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
149,0,149,leave_fast0_p0_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
150,0,150,board_fast0_p5_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
151,0,151,leave_fast0_p5_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
152,0,152,board_fast0_p4_n8_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL2 )
153,0,153,board_fast0_p5_n4_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL7 )
154,0,154,board_fast0_p4_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
155,0,155,board_fast0_p2_n4_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL8 )
156,0,156,board_fast0_p0_n6_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL4 )
157,0,157,board_fast0_p1_n6_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL5 )
158,0,158,board_fast0_p3_n6_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL6 )
159,0,159,leave_fast0_p1_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
160,0,160,leave_fast0_p4_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
161,0,161,leave_fast0_p2_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
162,0,162,leave_fast0_p3_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
163,0,163,leave_fast0_p0_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
164,0,164,board_fast0_p4_n0_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL2 )
165,0,165,board_fast0_p2_n6_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL8 )
166,0,166,board_fast0_p0_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
167,0,167,board_fast0_p0_n8_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL4 )
168,0,168,board_fast0_p1_n8_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL5 )
169,0,169,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL6 )
170,0,170,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL7 )
171,0,171,leave_fast0_p5_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
172,0,172,leave_fast0_p1_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
173,0,173,leave_fast0_p2_n6_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
174,0,174,leave_fast0_p3_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
175,0,175,leave_fast0_p4_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
176,0,176,leave_fast0_p5_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
177,0,177,leave_fast0_p0_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
178,0,178,leave_fast0_p2_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
179,0,179,board_fast0_p4_n2_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL2 )
180,0,180,board_fast0_p0_n0_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL4 )
181,0,181,board_fast0_p1_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
182,0,182,board_fast0_p1_n0_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL5 )
183,0,183,board_fast0_p3_n0_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL6 )
184,0,184,board_fast0_p5_n0_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL7 )
185,0,185,board_fast0_p2_n0_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL8 )
186,0,186,leave_fast0_p1_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
187,0,187,leave_fast0_p4_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
188,0,188,leave_fast0_p3_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
189,0,189,leave_fast0_p0_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
190,0,190,leave_fast0_p5_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
191,0,191,leave_fast0_p1_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
192,0,192,board_fast0_p4_n4_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL2 )
193,0,193,board_fast0_p1_n2_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL5 )
194,0,194,board_fast0_p3_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
195,0,195,board_fast0_p3_n2_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL6 )
196,0,196,board_fast0_p5_n2_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL7 )
197,0,197,board_fast0_p2_n2_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL8 )
198,0,198,board_fast0_p0_n4_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL4 )
199,0,199,leave_fast0_p2_n8_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
200,0,200,leave_fast0_p3_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
201,0,201,board_fast0_p0_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
202,0,202,leave_fast0_p5_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
203,0,203,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
204,0,204,leave_fast0_p2_n2_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
205,0,205,board_fast0_p4_n6_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL2 )
206,0,206,board_fast0_p5_n4_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL7 )
207,0,207,board_fast0_p5_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
208,0,208,board_fast0_p2_n4_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL8 )
209,0,209,board_fast0_p0_n6_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL4 )
210,0,210,board_fast0_p1_n6_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL5 )
211,0,211,board_fast0_p3_n6_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL6 )
212,0,212,board_fast0_p3_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
213,0,213,leave_fast0_p4_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
214,0,214,board_fast0_p5_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
215,0,215,leave_fast0_p0_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
216,0,216,board_fast0_p2_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
217,0,217,leave_fast0_p1_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
218,0,218,board_fast0_p4_n8_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL2 )
219,0,219,board_fast0_p2_n6_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL8 )
220,0,220,board_fast0_p2_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
221,0,221,board_fast0_p0_n8_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL4 )
222,0,222,board_fast0_p1_n8_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL5 )
223,0,223,board_fast0_p3_n8_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL6 )
224,0,224,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL7 )
225,0,225,board_fast0_p1_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
226,0,226,leave_fast0_p3_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
227,0,227,board_fast0_p3_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
228,0,228,leave_fast0_p5_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
229,0,229,board_fast0_p5_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
230,0,230,leave_fast0_p2_n4_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
231,0,231,board_fast0_p2_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
232,0,232,leave_fast0_p4_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
233,0,233,board_fast0_p0_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
234,0,234,leave_fast0_p0_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
235,0,235,board_fast0_p5_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
236,0,236,leave_fast0_p1_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
237,0,237,board_fast0_p2_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
238,0,238,leave_fast0_p3_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
239,0,239,board_fast0_p0_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
240,0,240,leave_fast0_p5_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
241,0,241,board_fast0_p1_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
242,0,242,leave_fast0_p2_n6_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
243,0,243,board_fast0_p3_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
244,0,244,leave_fast0_p4_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
245,0,245,board_fast0_p2_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
246,0,246,leave_fast0_p0_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
247,0,247,board_fast0_p0_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
248,0,248,leave_fast0_p1_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
249,0,249,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
250,0,250,leave_fast0_p3_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
251,0,251,board_fast0_p3_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
252,0,252,leave_fast0_p5_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
253,0,253,board_fast0_p5_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
254,0,254,leave_fast0_p2_n8_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
255,0,255,board_fast0_p1_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
256,0,256,board_fast0_p3_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
257,0,257,board_fast0_p5_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
258,0,258,board_fast0_p2_n2_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
259,0,259,board_fast0_p0_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
260,0,260,board_fast0_p5_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
261,0,261,board_fast0_p2_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
262,0,262,board_fast0_p0_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
263,0,263,board_fast0_p1_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
264,0,264,board_fast0_p3_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
265,0,265,board_fast0_p2_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
266,0,266,board_fast0_p0_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
267,0,267,board_fast0_p1_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
268,0,268,board_fast0_p3_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
269,0,269,board_fast0_p5_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
270,0,270,board_fast0_p4_n0_n0_n1,(not (passengers fast0 n0)),(not (P_ARTIFICIAL0 ))
