Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
95,0,95,board_fast0_p4_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
96,0,96,board_fast0_p4_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
97,0,97,board_fast0_p4_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
98,0,98,leave_fast0_p1_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
99,0,99,board_fast0_p0_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
100,0,100,board_fast0_p0_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
101,0,101,board_fast0_p0_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
102,0,102,leave_fast0_p6_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
103,0,103,board_fast0_p7_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
104,0,104,board_fast0_p7_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
105,0,105,board_fast0_p7_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
106,0,106,leave_fast0_p9_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
107,0,107,board_fast0_p1_n0_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL2 )
108,0,108,board_fast0_p6_n0_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL3 )
109,0,109,board_fast0_p9_n0_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL4 )
110,0,110,board_fast0_p0_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
111,0,111,board_fast0_p3_n0_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL5 )
112,0,112,board_fast0_p0_n12_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL7 )
113,0,113,board_fast0_p7_n12_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
114,0,114,board_fast0_p5_n12_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL9 )
115,0,115,board_fast0_p8_n12_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL10 )
116,0,116,board_fast0_p2_n12_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL11 )
117,0,117,board_fast0_p4_n12_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
118,0,118,board_fast0_p5_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
119,0,119,board_fast0_p5_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
120,0,120,board_fast0_p5_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
121,0,121,leave_fast0_p3_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
122,0,122,board_fast0_p8_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
123,0,123,board_fast0_p8_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
124,0,124,board_fast0_p8_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
125,0,125,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
126,0,126,board_fast0_p1_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
127,0,127,board_fast0_p1_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
128,0,128,board_fast0_p1_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
129,0,129,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
130,0,130,board_fast0_p1_n4_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
131,0,131,board_fast0_p6_n4_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
132,0,132,board_fast0_p9_n4_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL4 )
133,0,133,board_fast0_p7_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
134,0,134,board_fast0_p3_n4_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL5 )
135,0,135,board_fast0_p0_n16_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL7 )
136,0,136,board_fast0_p7_n16_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
137,0,137,board_fast0_p5_n16_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL9 )
138,0,138,board_fast0_p8_n16_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL10 )
139,0,139,board_fast0_p2_n16_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL11 )
140,0,140,board_fast0_p4_n16_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL12 )
141,0,141,board_fast0_p6_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
142,0,142,board_fast0_p6_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
143,0,143,board_fast0_p6_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
144,0,144,leave_fast0_p9_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
145,0,145,board_fast0_p9_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
146,0,146,board_fast0_p9_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
147,0,147,board_fast0_p9_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
148,0,148,leave_fast0_p3_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
149,0,149,board_fast0_p3_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
150,0,150,board_fast0_p3_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
151,0,151,board_fast0_p3_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
152,0,152,leave_fast0_p0_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
153,0,153,board_fast0_p2_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
154,0,154,board_fast0_p2_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
155,0,155,board_fast0_p2_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
156,0,156,leave_fast0_p7_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
157,0,157,board_fast0_p1_n8_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
158,0,158,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
159,0,159,board_fast0_p9_n8_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL4 )
160,0,160,board_fast0_p5_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
161,0,161,board_fast0_p3_n8_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL5 )
162,0,162,board_fast0_p0_n8_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL7 )
163,0,163,board_fast0_p7_n8_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
164,0,164,board_fast0_p5_n8_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL9 )
165,0,165,board_fast0_p8_n8_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL10 )
166,0,166,board_fast0_p2_n8_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL11 )
167,0,167,board_fast0_p4_n8_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL12 )
168,0,168,board_fast0_p4_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
169,0,169,board_fast0_p4_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
170,0,170,board_fast0_p4_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
171,0,171,leave_fast0_p5_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
172,0,172,board_fast0_p0_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
173,0,173,board_fast0_p0_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
174,0,174,board_fast0_p0_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
175,0,175,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
176,0,176,board_fast0_p7_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
177,0,177,board_fast0_p7_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
178,0,178,board_fast0_p7_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
179,0,179,leave_fast0_p2_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
180,0,180,board_fast0_p1_n12_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
181,0,181,board_fast0_p6_n12_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
182,0,182,board_fast0_p9_n12_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL4 )
183,0,183,board_fast0_p8_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
184,0,184,board_fast0_p3_n12_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL5 )
185,0,185,board_fast0_p0_n12_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL7 )
186,0,186,board_fast0_p7_n12_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
187,0,187,board_fast0_p5_n12_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL9 )
188,0,188,board_fast0_p8_n12_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL10 )
189,0,189,board_fast0_p2_n12_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL11 )
190,0,190,board_fast0_p4_n12_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL12 )
191,0,191,board_fast0_p5_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
192,0,192,board_fast0_p5_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
193,0,193,board_fast0_p5_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
194,0,194,leave_fast0_p4_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
195,0,195,board_fast0_p8_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
196,0,196,board_fast0_p8_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
197,0,197,board_fast0_p8_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
198,0,198,leave_fast0_p0_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
199,0,199,board_fast0_p1_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
200,0,200,board_fast0_p1_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
201,0,201,board_fast0_p1_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
202,0,202,leave_fast0_p7_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
203,0,203,board_fast0_p6_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
204,0,204,board_fast0_p6_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
205,0,205,board_fast0_p6_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
206,0,206,leave_fast0_p5_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
207,0,207,board_fast0_p1_n16_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
208,0,208,board_fast0_p6_n16_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
209,0,209,board_fast0_p9_n16_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL4 )
210,0,210,board_fast0_p2_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
211,0,211,board_fast0_p3_n16_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL5 )
212,0,212,board_fast0_p0_n16_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL7 )
213,0,213,board_fast0_p7_n16_n2_n3,(boarded p7 fast0),(P_ARTIFICIAL8 )
214,0,214,board_fast0_p5_n16_n2_n3,(boarded p5 fast0),(P_ARTIFICIAL9 )
215,0,215,board_fast0_p8_n16_n2_n3,(boarded p8 fast0),(P_ARTIFICIAL10 )
216,0,216,board_fast0_p2_n16_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL11 )
217,0,217,board_fast0_p4_n16_n2_n3,(boarded p4 fast0),(P_ARTIFICIAL12 )
218,0,218,board_fast0_p9_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
219,0,219,board_fast0_p9_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
220,0,220,board_fast0_p9_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
221,0,221,leave_fast0_p8_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
222,0,222,board_fast0_p3_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
223,0,223,board_fast0_p3_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
224,0,224,board_fast0_p3_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
225,0,225,leave_fast0_p2_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
226,0,226,board_fast0_p2_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
227,0,227,board_fast0_p2_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
228,0,228,board_fast0_p2_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
229,0,229,leave_fast0_p4_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
230,0,230,board_fast0_p1_n0_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
231,0,231,board_fast0_p6_n0_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
232,0,232,board_fast0_p9_n0_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL4 )
233,0,233,board_fast0_p4_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
234,0,234,board_fast0_p3_n0_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL5 )
235,0,235,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL7 )
236,0,236,board_fast0_p7_n4_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
237,0,237,board_fast0_p5_n4_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL9 )
238,0,238,board_fast0_p8_n4_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL10 )
239,0,239,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL11 )
240,0,240,board_fast0_p4_n4_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL12 )
241,0,241,board_fast0_p4_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
242,0,242,board_fast0_p4_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
243,0,243,board_fast0_p4_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
244,0,244,leave_fast0_p0_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
245,0,245,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
246,0,246,board_fast0_p1_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
247,0,247,board_fast0_p1_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
248,0,248,leave_fast0_p7_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
249,0,249,board_fast0_p6_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
250,0,250,board_fast0_p6_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
251,0,251,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
252,0,252,leave_fast0_p5_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
253,0,253,board_fast0_p1_n4_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL2 )
254,0,254,board_fast0_p6_n4_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL3 )
255,0,255,board_fast0_p9_n4_n2_n3,(boarded p9 fast0),(P_ARTIFICIAL4 )
256,0,256,board_fast0_p1_n8_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL14 )
257,0,257,board_fast0_p3_n4_n2_n3,(boarded p3 fast0),(P_ARTIFICIAL5 )
258,0,258,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL7 )
259,0,259,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
260,0,260,board_fast0_p5_n0_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL9 )
261,0,261,board_fast0_p8_n0_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL10 )
262,0,262,board_fast0_p2_n0_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL11 )
263,0,263,board_fast0_p4_n0_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL12 )
264,0,264,board_fast0_p9_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
265,0,265,board_fast0_p9_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
266,0,266,board_fast0_p9_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
267,0,267,leave_fast0_p8_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
268,0,268,board_fast0_p3_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
269,0,269,board_fast0_p3_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
270,0,270,board_fast0_p3_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL13 )
271,0,271,leave_fast0_p2_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
